id_dozent~id_fakultaet~nachname~vorname~geboren~gestorben~pnd~wikipedia~gagliardi~dekanat~rektor
horner_jf~1~Horner~Johann Friedrich~1831~1886~118817264~https://de.wikipedia.org/wiki/Johann_Friedrich_Horner~UZV: 968, Nr. 28~Dekan: 1878-1879/80~
horner_l~2~Horner~Ludwig~1811~1838~123364019~~UZV: 996, Nr. 76~~
hottinger_jj~2~Hottinger~Johann Jakob~1783~1860~11701351X~https://de.wikipedia.org/wiki/Johann_Jakob_Hottinger_(Historiker)~UZV: 980, Nr. 3~~
hotz_jh~3~Hotz~Johann Heinrich~1822~1883~101893094~~UZV: 964, Nr. 73~~
huber_a~1~Huber~Armin~1861~1931~~~UZV: 973, Nr. 125~~
huber_e~3~Huber~Eugen~1849~1923~118554026~https://de.wikipedia.org/wiki/Eugen_Huber~UZV: 965, Nr. 82~~
hug_a~2~Hug~Arnold~1832~1895~117054380~https://de.wikipedia.org/wiki/Arnold_Hug~UZV: 980, Nr. 11~Dekan: 1872-1873/74~Rektor: 1880-1881/82
hug_jc~2~Hug~Johann Caspar~1821~1884~~~UZV: 996, Nr. 85~~
huguenin_g~1~Huguenin~Gustav~1840~1920~119003368~https://de.wikipedia.org/wiki/Gustav_Huguenin~UZV: 968, Nr. 26~~
hunziker_o~2~Hunziker~Otto~1841~1909~117070181~https://de.wikipedia.org/wiki/Karl_Otto_Hunziker~UZV: 984, Nr. 78~~
imhof_oe~2~Imhof~Othmar Emil~1855~1936~117129941~~UZV: 998, Nr. 113~~
jacoby_d~2~Jacoby~Daniel~1844~1918~117048445~~UZV: 987, Nr. 132~~
jaeger_oh~2~Jaeger~Otto Heinrich~1828~1912~117058017~https://de.wikipedia.org/wiki/Otto_Jäger~UZV: 984, Nr. 68~~
kabsch_w~2~Kabsch~Wilhelm~1835~1864~116012056~~UZV: 996, Nr. 91~~
kaegi_a~2~Kaegi~Adolf~1849~1923~116013184~https://de.wikipedia.org/wiki/Adolf_Kaegi~UZV: 981, Nr. 30~Dekan: 1888-1889/90~
kappeler_ga~4~Kappeler~Georg Alfred~1839~1916~138282625~~UZV: 959, Nr. 54~~
kaufmann_k~1~Kaufmann~Konstantin~1853~1934~~~UZV: 972, Nr. 116~~
keim_kt~4~Keim~Karl Theodor~1825~1878~11611567X~https://de.wikipedia.org/wiki/Karl_Theodor_Keim~UZV: 957, Nr. 10~Dekan: 1862-1863/64~
keller_c~2~Keller~Conrad~1848~1930~116119438~https://de.wikipedia.org/wiki/Conrad_Keller_(Zoologe)~UZV: 997, Nr. 98~~
keller_fl~3~Keller~Friedrich Ludwig~1799~1860~100177085~https://de.wikipedia.org/wiki/Friedrich_Ludwig_Keller~UZV: 960, Nr. 4~Dekan: 1833-1834/35; 1841/42-1843/44~
kempin_e~3~Kempin (geb. Spyri)~Emilie~1853~1901~119011026~https://de.wikipedia.org/wiki/Emilie_Kempin-Spyri~UZV: 965, Nr. 88~~
kenngott_jga~2~Kenngott~Johann Gustav Adolf~1818~1897~116130598~https://de.wikipedia.org/wiki/Gustav_Adolf_Kenngott~UZV: 992, Nr. 11~Dekan: 1866-1867/68; 1876-1877/78; 1882-1883/84~
kesselring_h~4~Kesselring~Heinrich~1832~1919~~~UZV: 957, Nr. 14~Dekan: 1874-1875/76; 1884-1885/86; 1889/90~Rektor: 1892-1893/94
